"Justin Jimenez","PHYS-4600"
"Justin Delgado","MUS-3100"
"Kristopher Flores","CS-3100"
"Jason Lynch","ENG-4300"
"Joseph Gray","BIO-5000"
"Adam Richardson","HIST-4000"
"Alexandra Johnson","ENG-4300"
"Gabriel Cabrera","BIO-5000"
"Maria Harris","CS-3100"
"Pamela Hobbs MD","HIST-4000"
"Jacqueline Vega","ART-4600"
"Heather Schneider","LANG-3200"
"Kimberly Turner","CS-3100"
"Darryl Kim","CHEM-5000"
"James Smith","BIO-5000"
"Edward Sanders","CHEM-5000"
"Laurie Allen","BIO-5000"
"Mrs. Lauren Robertson DDS","BIO-5000"
"David Crawford","MT-1700"
"Isaac Palmer","ENG-4300"
"Thomas Massey","CS-3100"
"Mrs. Amber Hardy DVM","CHEM-5000"
"Omar Harvey","PHYS-4600"
"Jeffrey White","LANG-3200"
"Robert Gonzalez","ART-4600"
"Patricia Gill","ART-4600"
"Aaron Patel","MT-1700"
"James Case","ART-4600"
"Tina Taylor","CHEM-5000"
"Alice Brown","HIST-4000"
"Tiffany Soto","PHYS-4600"
"Susan Waters","LANG-3200"
"Tracy Carter","CHEM-5000"
"Christopher Mckinney","ART-4600"
"Catherine Bailey","MT-1700"
"John Landry","MED-300"
"Benjamin English","ENG-4300"
"Tony Estrada","ART-4600"
"Ian Martin","BIO-5000"
"Randy Tanner","CHEM-5000"
"Lynn Sullivan","HIST-4000"
"Eric Hernandez","MED-300"
"Alexander Riley","CS-3100"
"Beth Glover","CHEM-5000"
"Nicholas Perry","MT-1700"
"Joshua Lamb","MED-300"
"Paula Herrera MD","LANG-3200"
"Carmen Campbell","MT-1700"
"Ruth Phelps","BTECH-3700"
"Jennifer Hill","HIST-4000"
"Jessica Silva","BIO-5000"
"John Gillespie","MED-300"
"Matthew Brown","MT-1700"
"Ryan Green","ART-4600"
"Michelle Hogan","ART-4600"
"Melissa Jackson","MUS-3100"
"Charles Herrera","PHYS-4600"
"Gabrielle Mullen","ART-4600"
"Lisa Strickland","HIST-4000"
"Stacey Williams","CHEM-5000"
"Jean Moran","BTECH-3700"
"Rhonda Adams","HIST-4000"
"Kaitlin Bowman","ENG-4300"
"Elizabeth Johnson","CHEM-5000"
"James Hill","CHEM-5000"
"Larry Henderson","BTECH-3700"
"Cynthia West","CS-3100"
"Debbie Stephenson","ART-4600"
"Julia Mullen","CHEM-5000"
"Jon Cabrera","BIO-5000"
"Andrea Stewart","LANG-3200"
"Laura Armstrong","ART-4600"
"Chase Smith","BIO-5000"
"James Watson","BTECH-3700"
"Jacob Hill","BIO-5000"
"Holly Jones","BIO-5000"
"Michelle Wallace","MUS-3100"
"Dr. Lisa Roach","MED-300"
"Shelby Oneill","ENG-4300"
"Jody Dodson","HIST-4000"
"Barbara Alexander","MUS-3100"
"Becky Stewart","BTECH-3700"
"Amy Gray","MED-300"
"Paul Huffman","BTECH-3700"
"Aaron Hansen","MT-1700"
"Brian Gomez","BTECH-3700"
"Patricia Johnson","ENG-4300"
"Edwin Wilson","CHEM-5000"
"Ross Horton","BTECH-3700"
"David Martin","ENG-4300"
"Darryl Kim","HIST-4000"
"Luke Jordan","HIST-4000"
"Derek Wilson","BTECH-3700"
"Andrew Whitehead","ART-4600"
"Michelle Wallace","MUS-3100"
"Anthony Gray","CHEM-5000"
"Sandra Waller","MUS-3100"
"Andrew Townsend","ENG-4300"
"Christopher Bishop","MT-1700"
"Jesse Benson","MUS-3100"
"Vanessa Alvarez","HIST-4000"
"Devin Cole","ENG-4300"
"Jeffrey Church","BIO-5000"
"Larry Cuevas","LANG-3200"
"John Smith","HIST-4000"
"Patricia Braun","LANG-3200"
"Denise Johnson","ART-4600"
"Scott Williams","MUS-3100"
"Stephanie Gardner","ART-4600"
"Abigail Soto","LANG-3200"
"Zoe Russo","ENG-4300"
"Noah Brown","BTECH-3700"
"Roberto Hernandez","ART-4600"
"Gary King","MED-300"
"James Wheeler","HIST-4000"
"John Smith","CS-3100"
"Terry Dickerson","LANG-3200"
"Erica Crawford","HIST-4000"
"Christina Hansen","BIO-5000"
"Catherine Bailey","MUS-3100"
"Heather Ellison","BIO-5000"
"Brenda Farrell","PHYS-4600"
"Lindsay Koch","LANG-3200"
"Shaun Galloway","BIO-5000"
"Caleb Manning","PHYS-4600"
"Frederick Turner","BTECH-3700"
"Robin Shepard","CHEM-5000"
"April Hernandez","CS-3100"
"Jay Turner","CS-3100"
"Michael Torres","BIO-5000"
"Charles Herrera","MUS-3100"
"Jose Bennett","CS-3100"
"Jacqueline Brown","LANG-3200"
"Aaron Mcdonald","BIO-5000"
"Tiffany Snyder","MT-1700"
"Amanda Turner","MT-1700"
"Angelica Floyd","PHYS-4600"
"Francis Roman","ENG-4300"
"Kristy Thomas","MT-1700"
"Connie Wilkerson","LANG-3200"
"Stephen Nixon","MUS-3100"
"Terry Dickerson","ENG-4300"
"Jonathan Young","CHEM-5000"
"Michael Ross","CS-3100"
"Carla Ortiz","ART-4600"
"Adam Mills","BIO-5000"
"Kayla Martin","LANG-3200"
"Lisa Robinson","MT-1700"
"Regina Patterson","HIST-4000"
"Edward Maxwell","MT-1700"
"Krista Mitchell","CS-3100"
"Mary Martin","PHYS-4600"
"Dana Tucker","CHEM-5000"
"Maria Harrison","MUS-3100"
"Laura Craig","HIST-4000"
"Stephanie Williams","PHYS-4600"
"David Davis","ART-4600"
"Eric Austin","MED-300"
"David Wells","HIST-4000"
"Whitney Ward","MED-300"
"Angela Williams","HIST-4000"
"Albert Hebert","CS-3100"
"Kelly Davidson","MED-300"
"Andrea Villegas","HIST-4000"
"Karen Webster","ART-4600"
"Dominique Watkins","MUS-3100"
"Danny Davis","HIST-4000"
"Allen Wyatt","ART-4600"
"Matthew Horne","ENG-4300"
"Taylor Price","PHYS-4600"
"Kathleen Mason","LANG-3200"
"George Roy","LANG-3200"
"Jennifer Li","CHEM-5000"
"Thomas Benson","PHYS-4600"
"James Brown","ENG-4300"
"Jeremy Roach","ENG-4300"
"James Thompson","PHYS-4600"
"Michael Nunez","LANG-3200"
"Natalie Sexton","MED-300"
"Shannon Coleman","CHEM-5000"
"Ricky Olson","CHEM-5000"
"Carrie Ortiz","LANG-3200"
"Maria Steele","BTECH-3700"
"Victoria Velazquez","BIO-5000"
"Nathaniel Martinez","MED-300"
"Amber Booth","BTECH-3700"
"Robert Vasquez","HIST-4000"
"Victoria Oconnor","CS-3100"
"Dakota Short","LANG-3200"
"Jean Moran","BIO-5000"
"Sara Ramirez","MED-300"
"Tami Fuentes","CHEM-5000"
"Alexander Taylor","LANG-3200"
"Thomas Richardson","BIO-5000"
"Monica Lewis","ART-4600"
"Albert Hebert","PHYS-4600"
"Max Stevens","ART-4600"
"Richard Sims","HIST-4000"
"Lynn Gomez","CHEM-5000"
"Michael Gonzalez","HIST-4000"
"Tracy Branch","ART-4600"
"Sara Arias","BTECH-3700"
"Manuel Mcdonald","MT-1700"
"Dana Chan","BTECH-3700"
"Raymond Lee","MT-1700"
"Emily Powers","LANG-3200"
"Aaron Hansen","BTECH-3700"
"Eric Matthews","ART-4600"
"Anthony Hardy","BTECH-3700"
"Holly Ruiz","MUS-3100"
"Brittany Goodwin","PHYS-4600"
"Debra Lewis","MT-1700"
"Charlene Wilcox","MUS-3100"
"Jeremy Kim","BTECH-3700"
"Annette Stevens","ENG-4300"
"Karen Charles","HIST-4000"
"Mary Wade DDS","ENG-4300"
"Keith Christensen","BTECH-3700"
"Grant Miller","CS-3100"
"Stephen Myers","CS-3100"
"Brad Murphy DDS","PHYS-4600"
"Jennifer Hines","PHYS-4600"
"Colin Farley","LANG-3200"
"Gabriel Martinez","MUS-3100"
"Sarah Reyes","PHYS-4600"
"Mrs. Jennifer Adams","ART-4600"
"Jonathan Werner","ART-4600"
"Emma Haynes","HIST-4000"
"Ryan Smith","CHEM-5000"
"Scott Williams","BTECH-3700"
"Jordan West","MED-300"
"Christopher Ford","MT-1700"
"David Kim","ART-4600"
"Jennifer Walsh","HIST-4000"
"Linda Perez","HIST-4000"
"Joshua Smith","LANG-3200"
"Natalie Holmes","LANG-3200"
"Jay Parks","CHEM-5000"
"Gregory Taylor","ART-4600"
"Lisa Garcia","ENG-4300"
"Marc Gonzales","BIO-5000"
"Garrett Alexander","BIO-5000"
"Jessica Smith","LANG-3200"
"Lauren Bradley","MT-1700"
"Michael Martinez","MUS-3100"
"Rebecca Ramirez","MT-1700"
"Melissa Baker","MED-300"
"Mary Arroyo","ART-4600"
"Javier Reynolds","MT-1700"
"Pamela Bailey","BIO-5000"
"Thomas Vasquez","MT-1700"
"Mark Henderson","PHYS-4600"
"Angelica Forbes","MUS-3100"
"Leslie Mcfarland","MT-1700"
"Erin King","ENG-4300"
"Erin Ward","BIO-5000"
"Chad Gutierrez","CS-3100"
"Christopher Herrera","ART-4600"
"Taylor Floyd","MED-300"
"Mary Arroyo","BTECH-3700"
"Craig Norris","PHYS-4600"
"Suzanne Guerrero","ENG-4300"
"Alexandra Bradley","ENG-4300"
"Paul Cooper","BIO-5000"
"Patrick Rose","HIST-4000"
"Catherine Williams","MT-1700"
"Anita Wells","ENG-4300"
"Brian Gomez","ENG-4300"
"Roger Williams","LANG-3200"
"Jacqueline Aguirre","BTECH-3700"
"Amber Hodges","MUS-3100"
"Kevin Blevins","BTECH-3700"
"Mary Alvarez","MED-300"
"Martin Evans","MT-1700"
"Antonio Rodriguez","ART-4600"
"Amanda Johnson","CS-3100"
"Robin Oneal","PHYS-4600"
"Alexis Jordan","MUS-3100"
"David Crawford","ENG-4300"
"Janice Hess DDS","MUS-3100"
"Chloe Navarro","CS-3100"
"Melvin Morgan","BTECH-3700"
"Daniel Patterson","HIST-4000"
"Samuel Norman","BTECH-3700"
"Frank Miller","MUS-3100"
"Carla Crawford","CHEM-5000"
"Jessica Sexton","PHYS-4600"
"Victoria Wagner","PHYS-4600"
"Laura Barrera","BTECH-3700"
"Leroy Burton","BIO-5000"
"Amanda Fields","CS-3100"
"Keith Ruiz","CHEM-5000"
"Stephanie Mitchell","HIST-4000"
"Kaitlin Thornton","MUS-3100"
"Jay Franklin","BTECH-3700"
"Alex Martinez","BIO-5000"
"Christopher Bishop","MT-1700"
"Heather Green","BTECH-3700"
"Latoya Bautista","MUS-3100"
"Karen Robertson","HIST-4000"
"Raymond Mcfarland","ENG-4300"
"Emily Raymond","CHEM-5000"
"Robert Allen","PHYS-4600"
"Kristina Levy","CS-3100"
"Marissa Foster MD","PHYS-4600"
"Andrew Ferguson","BTECH-3700"
"Maria Harrison","ART-4600"
"Ryan Green","LANG-3200"
"Sherry Martin","MUS-3100"
"Eric Johnson","MUS-3100"
"Janice Frazier","ART-4600"
"Holly Reynolds","HIST-4000"
"Alexander Riley","MUS-3100"
"Daniel Reid","HIST-4000"
"Ruth Lynch","BIO-5000"
"Morgan Terrell","MT-1700"
"Kaitlyn Long","HIST-4000"
"Mary Owens","ENG-4300"
"Raymond Lee","MUS-3100"
"Jay Turner","CS-3100"
"Sandra Clark","ART-4600"
"Brandon Bryan","ENG-4300"
"Angel Shepard","MED-300"
"Joseph Barnett","CS-3100"
"Kevin Johnson","BTECH-3700"
"Gina Anthony","BTECH-3700"
"James Logan","MED-300"
"Joseph Travis","PHYS-4600"
"Craig Oconnell","CHEM-5000"
"Dwayne Norris","MED-300"
"Holly Kirby","PHYS-4600"
"Nathan Flores","MUS-3100"
"Thomas Vasquez","CHEM-5000"
"Brett Stark","CS-3100"
"Mary Graham","HIST-4000"
"Jill Cole","ENG-4300"
"Janet Martin","ENG-4300"
"Emily Wood","BTECH-3700"
"Amy Skinner","MT-1700"
"Mark Brown","PHYS-4600"
"Christine Grant","LANG-3200"
"Kelly French","HIST-4000"
"Christine Randall","ENG-4300"
"Devon Freeman","MED-300"
"Ryan Green","BTECH-3700"
"Michael Fuller","MT-1700"
"Jennifer Avila","ENG-4300"
"Karl Miller","ENG-4300"
"Tiffany Avery","ART-4600"
"Christopher Smith","ART-4600"
"Kelly Moore","ENG-4300"
"Joshua Abbott","CHEM-5000"
"Bob Khan","LANG-3200"
"Kevin Cole","BIO-5000"
"Mary Miller","ENG-4300"
"Pamela Casey","ART-4600"
"Mr. Matthew Turner","ART-4600"
"Jacqueline Thompson","BIO-5000"
"Mary Martinez","MED-300"
"Joshua Hunt","LANG-3200"
"John Gillespie","PHYS-4600"
"Sean Carter","CS-3100"
"Michael Morales","MUS-3100"
"Thomas Smith","MT-1700"
"Karen Taylor","CS-3100"
"Kyle Murillo","BIO-5000"
"Kristopher Walker","CS-3100"
"John Roberts","PHYS-4600"
"Kelsey Mckenzie","BTECH-3700"
"Randy Williams","LANG-3200"
"Maria Wilson","MT-1700"
"Gail Humphrey","CHEM-5000"
"Steven Dunn","MUS-3100"
"Hunter Roach","MT-1700"
"Debra Jennings","PHYS-4600"
"Tanya Jones","ENG-4300"
"Christopher Rodriguez","BIO-5000"
"Kevin Ramos","HIST-4000"
"Tracy Branch","HIST-4000"
"Robert Hines","PHYS-4600"
"Gregory Mendoza","ENG-4300"
"Daniel Mckay PhD","MT-1700"
"Pamela Kim","HIST-4000"
"Isaac Castaneda DDS","ENG-4300"
"Timothy Moore","MUS-3100"
"Keith Oneal","ART-4600"
"Douglas Ramirez","PHYS-4600"
"Matthew Torres","ENG-4300"
"Christina Thomas","LANG-3200"
"Joseph Taylor","MUS-3100"
"Nicole Morrison","ENG-4300"
"Melissa Martin","MUS-3100"
"Vanessa Gilbert","MED-300"
"Keith Nelson","CS-3100"
"Martha Everett","CS-3100"
"John Bowman","MED-300"
"Tracy Proctor","CS-3100"
"Michelle Parker","MED-300"
"Miss Deanna Mitchell","BIO-5000"
"Sharon Richardson","MED-300"
"Kimberly Peterson","MT-1700"
"Robert Miller","LANG-3200"
"Mark Jones","ART-4600"
"Dorothy Brown","MED-300"
"James Christensen","CHEM-5000"
"Craig Oconnell","ENG-4300"
"Jesse Reed","LANG-3200"
"Clinton Glover","MUS-3100"
"Marcus White","BIO-5000"
"Larry Bolton","ENG-4300"
"Jeffery Vargas","BIO-5000"
"Travis Flores","MUS-3100"
"Robert Evans","PHYS-4600"
"Scott Baker","MED-300"
"Alexis Russell","ART-4600"
"Jay Mcmillan","PHYS-4600"
"Mary Wang","PHYS-4600"
"Tiffany Ferguson","HIST-4000"
"Mary Alvarez","BIO-5000"
"Mary Martinez","MUS-3100"
"Leroy Burton","CS-3100"
"Nathan Salazar","HIST-4000"
"Jeffrey Webb","CHEM-5000"
"Stephanie Gardner","MUS-3100"
"Maria Oneill","CS-3100"
"Stephanie Knox","MUS-3100"
"Veronica Sosa","PHYS-4600"
"Shirley Wallace","MED-300"
"Nicole Smith","HIST-4000"
"Sandra Carr","MED-300"
"James Logan","CHEM-5000"
"Bob Khan","ENG-4300"
"Ryan Vasquez","PHYS-4600"
"Margaret Williams PhD","CS-3100"
"Heather Mora","LANG-3200"
"Lisa White","MED-300"
"Joshua Jensen","ENG-4300"
"Frank Reynolds","ENG-4300"
"Bryan Erickson","ART-4600"
"Michael White MD","ENG-4300"
"Morgan Palmer","HIST-4000"
"Cindy Rhodes","MUS-3100"
"David Allen","HIST-4000"
"Melanie Bradford","ENG-4300"
"Tiffany Martinez","MT-1700"
"Laurie Pacheco","CS-3100"
"James Curry","ENG-4300"
"Kenneth Johnson","BIO-5000"
"Stephanie Colon","CHEM-5000"
"Richard Ayers","ENG-4300"
"Kelly Grant","CS-3100"
"William Howell","MED-300"
"James Rice","LANG-3200"
"Katherine Lopez","PHYS-4600"
"Julie Alvarez","MT-1700"
"Jacqueline Aguirre","ART-4600"
"Kristen Jones","ENG-4300"
"Jaime Clayton","HIST-4000"
"Zachary Mclaughlin","HIST-4000"
"Lisa Morris","HIST-4000"
"Briana Watkins","ENG-4300"
"Douglas Smith","LANG-3200"
"Miguel Pierce","PHYS-4600"
"Alexis Key","BTECH-3700"
"Nancy Velasquez","ART-4600"
"Bruce Chandler","HIST-4000"
"Kristy Weiss","MED-300"
"Brittney Adkins","MT-1700"
"Sherry Martin","ENG-4300"
"Antonio Lam","BIO-5000"
"Alexandra Moran","BTECH-3700"
"Julie Hancock","MT-1700"
"Angel Murphy","CHEM-5000"
"Jamie Jackson","ENG-4300"
"Wesley Garcia","CHEM-5000"
"Kenneth Jacobs","MT-1700"
"Steve Baldwin","MUS-3100"
"Alexandra Carter","CHEM-5000"
"Ryan Bowers","MT-1700"
"Brett Johnston","ART-4600"
"Kelly Sims","BIO-5000"
"Anita Ward","HIST-4000"
"Sara Arias","LANG-3200"
"Benjamin Obrien","LANG-3200"
"Brenda Olsen","LANG-3200"
"Arthur Thomas","CS-3100"
"Devon Freeman","MED-300"
"Michelle Ross","CS-3100"
"David Kim","BIO-5000"
"Molly Ferguson","MT-1700"
"Tina Taylor","BIO-5000"
"Jennifer Barnes","PHYS-4600"
"Brett Lee","CHEM-5000"
"Scott Jordan","MT-1700"
"Brandon Patel","ENG-4300"
"David Brown","HIST-4000"
"Chad Gutierrez","MED-300"
"Carrie Lawson","MED-300"
"Terry Dickerson","LANG-3200"
"Brandon Page","PHYS-4600"
"Christopher Ford","BIO-5000"
"James Rice","HIST-4000"
"Robert Flores","BTECH-3700"
"Thomas Thompson","BTECH-3700"
"Mariah Klein","LANG-3200"
"Alexandra Burton","HIST-4000"
"Robert Smith","CHEM-5000"
"Tracy Chase","MED-300"
"Mark Bishop","MT-1700"
"John Roberts","ART-4600"
"Kimberly Thompson","CS-3100"
"Carla Delgado","BIO-5000"
"Benjamin Pittman","ART-4600"
"Tim Green","CS-3100"
"Robert Obrien","CS-3100"
"Sherry Taylor","ENG-4300"
"Lauren Vargas","CHEM-5000"
"Antonio Arroyo","MED-300"
"Mary Walker","ENG-4300"
"Edgar Houston","HIST-4000"
"Gabrielle Weaver","PHYS-4600"
"Tammy Orozco","HIST-4000"
"Brett Johnston","MED-300"
"Bailey Johnson","CS-3100"
"Mrs. Heather Johnson","MT-1700"
"Timothy Hanson","ART-4600"
"Todd Blevins","MT-1700"
"Matthew Taylor","ENG-4300"
"Mike Scott","BIO-5000"
"Christian Oconnell","LANG-3200"
"Brandon Bailey","MT-1700"
"Adam Williams","BIO-5000"
"Michael Rios","CHEM-5000"
"Brian Long","ENG-4300"
"Brandon Hernandez","MED-300"
"Thomas Smith","MED-300"
"Alan Brown","MUS-3100"
"Kimberly Henderson","CS-3100"
"Christine Randall","CS-3100"
"Brenda Farrell","HIST-4000"
"Amber Lewis","CS-3100"
"Joshua Allen","MUS-3100"
"Alexis Jordan","BTECH-3700"
"Amanda Nguyen","MT-1700"
"Justin Lewis","MED-300"
"Paul Sandoval","PHYS-4600"
"Curtis Alvarado","MUS-3100"
"Brandon Hernandez","ENG-4300"
"Amy Boyd","BIO-5000"
"Gary Wolfe","HIST-4000"
"Andre Hawkins","CS-3100"
"Amber Kramer","PHYS-4600"
"Harry Ramos","MED-300"
"Taylor Floyd","CS-3100"
"Ryan Mills","MED-300"
"Andrew Ferguson","CHEM-5000"
"Miranda Sharp","CHEM-5000"
"Katherine Mcdowell","MUS-3100"
"Lindsay Hall","HIST-4000"
"Katie Johnson","BIO-5000"
"David Camacho","MT-1700"
"Meghan Roach","MUS-3100"
"Cynthia Thomas","PHYS-4600"
"Scott Dennis","HIST-4000"
"Tina Wang","ENG-4300"
"Ronald Rogers","BIO-5000"
"Michael Wright","HIST-4000"
"Lindsey Larson","ENG-4300"
"Katie White","MT-1700"
"Amanda Nguyen","BTECH-3700"
"Jessica Smith","PHYS-4600"
"Steven Smith","ENG-4300"
"Eugene Vance","ENG-4300"
"Alexander Brown","ART-4600"
"Dana Chan","BIO-5000"
"James Lee","ENG-4300"
"Steven Hood","BTECH-3700"
"Lindsay Hall","CHEM-5000"
"Curtis Weiss","MED-300"
"Ryan Mills","MT-1700"
"Kayla Higgins","LANG-3200"
"Kevin Johnson","PHYS-4600"
"Glen Sanchez","MUS-3100"
"David Allen","MUS-3100"
"Tracy Owen","ENG-4300"
"Andrea Chan MD","ART-4600"
"Keith Nelson","CHEM-5000"
"Sharon Mendez","BIO-5000"
"Pamela Bailey","BIO-5000"
"David Woods","BIO-5000"
"Kimberly Fisher","MED-300"
"Michelle Lopez","MT-1700"
"Michael Cook","MED-300"
"Eric Anthony","MUS-3100"
"Joshua Alvarado","HIST-4000"
"Larry Cuevas","HIST-4000"
"Dr. Victor Foley","ART-4600"
"James Smith","MT-1700"
"Collin Aguirre Jr.","CHEM-5000"
"Dennis Black","MUS-3100"
"Ashley Olson","ENG-4300"
"Michael Rivera","ART-4600"
"Danny Davis","PHYS-4600"
"Susan Becker","ENG-4300"
"Rodney George","BTECH-3700"
"Christine Lyons","CS-3100"
"Ashley Baker","BIO-5000"
"Nathan Haynes","PHYS-4600"
"Angelica Floyd","CHEM-5000"
"Sarah Jordan","HIST-4000"
"Melinda Baker","MUS-3100"
"Katrina Morris","BIO-5000"
"Donald Walls","CHEM-5000"
"Kristen Aguirre","ENG-4300"
"Kara Rodgers","BTECH-3700"
"Kelly Garza","BTECH-3700"
"Dana Chan","ART-4600"
"Jacob Dawson","ART-4600"
"Taylor Hardin","ART-4600"
"Antonio Rodriguez","ART-4600"
"Sarah Hamilton","MUS-3100"
"Kathryn Cooper","CHEM-5000"
"April Harrell","BIO-5000"
"Mrs. Stephanie Davis MD","BIO-5000"
"Angela Clark","MT-1700"
"Travis Wright","CS-3100"
"David Hill","LANG-3200"
"Zachary Mcdaniel","CS-3100"
"Mark Jones","ENG-4300"
"Derek Moon","CS-3100"
"Clinton Glover","CS-3100"
"Gail Joseph","ENG-4300"
"Angela Meyer","ENG-4300"
"Sheryl May","MT-1700"
"Christopher Contreras","LANG-3200"
"Carl Fowler","MED-300"
"Kelly Garza","BTECH-3700"
"David Gray","CS-3100"
"Joshua Allen","MUS-3100"
"Wesley Garcia","MUS-3100"
"Jacqueline Nguyen","HIST-4000"
"Joshua Johnson","PHYS-4600"
"Charles Carpenter","PHYS-4600"
"Joshua Carrillo","ART-4600"
"Michele Garcia","CS-3100"
"Stephanie Colon","BTECH-3700"
"Steven Rodgers","MUS-3100"
"Robert Miller","CS-3100"
"Thomas Andrews","PHYS-4600"
"Mary Griffin","CS-3100"
"Tanner Mckinney","MT-1700"
"Megan Stokes","BTECH-3700"
"David Lynch","PHYS-4600"
"Kevin Martinez","LANG-3200"
"Colin Kelley","MED-300"
"Ashley Meyers","HIST-4000"
"Melissa Griffin","ENG-4300"
"Paula Herrera MD","HIST-4000"
"Sandra Gray MD","PHYS-4600"
"Rachel Robles","LANG-3200"
"Nancy Velasquez","MED-300"
"Michele Scott","LANG-3200"
"Alexander Martin","MT-1700"
"Theresa Hernandez","ENG-4300"
"Sydney Mcdonald","MED-300"
"Julia Mullen","BTECH-3700"
"Jennifer Arnold MD","ART-4600"
"Linda Jackson","PHYS-4600"
"Morgan Terrell","BTECH-3700"
"Rhonda Cochran","CHEM-5000"
"Heather Green","BTECH-3700"
"Lisa Hall","CS-3100"
"Bethany Wolfe","CS-3100"
"Gloria Green","CHEM-5000"
"Katherine Mcdowell","MUS-3100"
"Colleen Davis","MUS-3100"
"Devin Williamson","BTECH-3700"
"Roger Brooks","LANG-3200"
"Christopher Lane","CS-3100"
"Sandra Simpson","MED-300"
"Mitchell Martinez","ART-4600"
"Amanda Todd","MT-1700"
"Julie Reyes","BIO-5000"
"Leslie Bradford","CHEM-5000"
"Brian Gordon","LANG-3200"
"Gina Willis","MT-1700"
"Sara Brock","ART-4600"
"Alyssa Taylor","CHEM-5000"
"Lisa Robinson","BIO-5000"
"James Atkins","MUS-3100"
"Mary Wang","LANG-3200"
"Lynn Gomez","MED-300"
"Kelsey Mckenzie","MT-1700"
"Seth Snow","MED-300"
"Kurt Payne","LANG-3200"
"Linda Lindsey","CHEM-5000"
"Jennifer Rodriguez","MT-1700"
"Michael Wright","LANG-3200"
"Joel Vincent","ENG-4300"
"Douglas Ward","HIST-4000"
"Ashley Reynolds","MUS-3100"
"Ruth Lynch","CS-3100"
"Sandra Carr","HIST-4000"
"James Lee","MED-300"
"Richard Vargas","ART-4600"
"Tyler Cohen","LANG-3200"
"Roberto Hernandez","LANG-3200"
"Rebecca Ramirez","ART-4600"
"Melissa Hoover","CS-3100"
"Marissa Andrews","PHYS-4600"
"Laurie Hebert","MED-300"
"Jennifer Richardson","ENG-4300"
"Meagan Hill","ENG-4300"
"Derrick Cameron","BIO-5000"
"Erica Henry","ENG-4300"
"Rebecca Wade","LANG-3200"
"Mary Rowland","CHEM-5000"
"Lisa Beck","BIO-5000"
"Kimberly Thompson","CHEM-5000"
"Melissa Stewart","PHYS-4600"
"Zachary Smith","ENG-4300"
"Stephen Lopez","MT-1700"
"Jamie Burnett","MED-300"
"Christian Mcdonald","BIO-5000"
"Jennifer Daniel","MED-300"
"Donna Peterson","MUS-3100"
"Laura Mcgee","BIO-5000"
"Kirk Zamora","MED-300"
"Kristin Tran","HIST-4000"
"David Camacho","BTECH-3700"
"Tonya Martinez","LANG-3200"
"Dominique Fields","ART-4600"
"Jasmine Reynolds","MT-1700"
"Jonathan Fuller","MUS-3100"
"Julia Walker","PHYS-4600"
"Susan Waters","CHEM-5000"
"Derek Bell","ENG-4300"
"Joshua Wright","MUS-3100"
"Victoria Norman","ART-4600"
"Nicole Anderson","CS-3100"
"David Wells","MED-300"
"Robin Oneal","BIO-5000"
"Taylor Lewis","PHYS-4600"
"Greg Perez","HIST-4000"
"Zoe Chavez DVM","ENG-4300"
"Curtis Weiss","CHEM-5000"
"Laura Byrd","BIO-5000"
"James Hill","CS-3100"
"Ariel Brooks","HIST-4000"
"Rodney Wright","MT-1700"
"Mary Chavez","MUS-3100"
"Christy Turner","BIO-5000"
"James Nunez","PHYS-4600"
"Patricia Braun","LANG-3200"
"Ethan Baker","CHEM-5000"
"Veronica Martinez","ART-4600"
"Jennifer Mccullough","HIST-4000"
"Annette Stevens","MUS-3100"
"Ronald Nelson","PHYS-4600"
"Ricky Olson","MED-300"
"Anita Wells","BIO-5000"
"Scott Smith","CHEM-5000"
"Thomas Vasquez","BTECH-3700"
"Carol Thompson","BIO-5000"
"Nicole Adams","BTECH-3700"
"Keith Mathis","MUS-3100"
"Alexandra Carter","HIST-4000"
"Kevin Johnson","BTECH-3700"
"Hunter Mata","MT-1700"
"Mr. Ronald Brown DDS","MED-300"
"Linda Brown","HIST-4000"
"Joshua Carlson","PHYS-4600"
"Travis Wright","MT-1700"
"Amanda Brown","MED-300"
"Erica Fitzpatrick","LANG-3200"
"Andrew Garrett","CHEM-5000"
"Nathan Salazar","MED-300"
"Sarah Bond","ENG-4300"
"Michael Jackson","MUS-3100"
"Larry Cuevas","BIO-5000"
"Lisa Ruiz","MED-300"
"James Johnson","MT-1700"
"Melanie Bradford","MUS-3100"
"Nicholas Erickson","MUS-3100"
"Jeremy Montgomery","BTECH-3700"
"Linda Alvarado MD","MT-1700"
"Amy Jenkins","BIO-5000"
"John Gonzalez","ART-4600"
"Nathan Osborne","CHEM-5000"
"Devin Cole","ART-4600"
"Lisa Price","BIO-5000"
"Colin Kelley","CS-3100"
"Kimberly Mclaughlin","PHYS-4600"
"Adam Johnson","MT-1700"
"Ashley Roman","BIO-5000"
"Bailey Pratt","CS-3100"
"David Wells","MED-300"
"Ricky Larson","MED-300"
"Robin Cruz","MED-300"
"Lori Scott","CS-3100"
"Isaiah Turner","CS-3100"
"Darryl Kim","ENG-4300"
"Mary Miller","CS-3100"
"Raymond Brown","BIO-5000"
"Dr. Zachary White","PHYS-4600"
"Craig Maldonado","LANG-3200"
"Jeremy Kim","ART-4600"
"Kenneth Jacobs","LANG-3200"
"Robert Miller","HIST-4000"
"Anita Wells","HIST-4000"
"Zachary Ayers","BTECH-3700"
"Jose Cooper","CS-3100"
"Anthony Smith","HIST-4000"
